ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Q1.1_1_TEXT,Q1.1_2_TEXT,Q1.1_3_TEXT,Q1.1_4_TEXT,Q1.1_5_TEXT,Q1.1_6_TEXT,Q1.1_7_TEXT,Q1.2,Q1.3,Q1.4,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3,Q2.4,Q2.5,Q2.6,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8,Q2.9_1,Q2.10,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6,Q3.7,Q3.8_1,Q3.8_2,Q3.8_3,Q3.8_4,Q3.9,Q3.10,Q4.1,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.3,Q4.4,Q4.5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.7,Q4.8,Q4.9,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.3,Q5.4,Q5.5_1,Q5.5_2,Q5.5_3,Q5.5_4,Q5.6,Q5.7,Q5.8_1,Q5.8_2,Q5.8_3,Q5.8_4,Q5.9,Q5.10,Q6.1,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.3,Q6.4,Q6.5,Q6.6_1,Q6.6_2,Q6.6_3,Q6.6_4,Q6.7,Q6.8,Q6.9,Q7.1,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.3,Q7.4,Q7.5_1,Q7.5_2,Q7.5_3,Q7.5_4,Q7.6,Q7.7,Q7.8_1,Q7.8_2,Q7.8_3,Q7.8_4,Q7.9,Q7.10,Q7.11_1,Q7.11_2,Q7.11_3,Q7.11_4,Q7.12,Q7.13,Q7.14_1,Q7.14_2,Q7.14_3,Q7.14_4,Q7.15,Q7.16,LocationLatitude,LocationLongitude,LocationAccuracy
R_AajHQGTpaomEOul,Default Response Set,,2015-03-29 18:05:00,2015-03-29 18:14:40,,,,,1,0,7,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,4.012,9.233,11.324,4,1,1,Mostly Positive,,9.116,74.298,78.407,8,1,3,1,1,2.917,16.125,18.786,4,1,"(5, 13)",2.839,10.74,12.517,4,1,Mostly Positive,5.243,42.885,46.093,7,1,9,1,2.821,22.359,25.122,11,1,"(3, 6)",,9.269,10.207,12.916,2,1,"(1, 3) and (2, 2)",,1,3.934,12.268,13.93,3,1,"(4, 1)",2.655,16.756,18.306,3,1,S,4.251,27.896,29.445,3,1,S and V,1,2.272,10.229,15.086,7,1,C and H,1,53.99,57.136,59.995,3,1,3,1,1,2.501,41.131,42.508,11,1,"(3, 9) and (6, 8)",2.829,17.186,18.458,10,1,"(4, 1) and (5, 13)",2.389,9.632,11.218,8,1,"C, K",2.324,10.622,11.774,7,1,L,3.011,17.56,18.685,4,1,3,,,-1
R_1KpCy6fCwglHngv,Default Response Set,,2015-03-29 18:11:25,2015-03-29 18:19:26,,,,,1,0,6,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.1,1360x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,3.888,22.443,28.501,5,1,1,Mostly Positive,,21.842,77.379,79.418,5,1,4,,1,12.092,12.092,13.083,1,1,"(4, 1)",6.184,6.184,12.42,1,1,Mostly Negative,7.902,28.2,28.815,4,1,12,1,2.327,41.489,44.286,11,1,"(3, 6)",,10.308,13.149,15.207,3,1,"(1, 3) and (2, 2)",,1,8.82,12.781,16.316,5,1,"(4, 1)",5.106,5.106,6.256,1,1,C,7.385,7.385,9.708,1,1,S and V,1,9.178,9.178,11.841,1,1,C and H,1,2.244,24.472,25.954,12,1,2,1,1,12.428,12.428,13.329,1,1,"(3, 9) and (6, 8)",10.903,11.608,11.905,2,1,"(4, 1) and (5, 13)",7.701,7.701,8.549,1,1,"C, S",7.413,7.413,8.184,1,1,L,10.207,12.55,13.458,2,1,4,,,-1
R_24CtBmQNoFCIdch,Default Response Set,,2015-03-29 19:05:29,2015-03-29 19:18:14,,,,,1,0,8,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,2.163,54.047,57.855,7,1,1,Mostly Positive,,17.916,17.916,151.803,1,1,5,1,1,20.625,20.625,21.661,1,1,"(5, 13)",10.81,10.81,12.124,1,1,Mostly Positive,19.409,22.894,24.457,2,1,8,1,18.362,18.362,20.17,1,1,"(3, 6)",,19.705,19.705,21.181,1,1,"(1, 3) and (2, 2)",,1,7.473,7.473,10.001,1,1,"(1, 5)",6.729,6.729,7.771,1,1,S,10.2,10.2,13.93,1,1,S and V,1,15.155,32.281,33.68,2,1,F and H,,14.117,17.137,19.012,2,1,3,1,1,32.228,32.228,34.009,1,1,"(1, 7) and (3, 9)",22.642,22.642,24.299,1,1,"(4, 1) and (5, 13)",19.494,19.494,20.614,1,1,"C, K",22.049,22.049,23.263,1,1,L,10.528,12.484,13.954,2,1,3,,,-1
R_1hB8RMGbOxAG5Bm,Default Response Set,,2015-03-29 20:53:04,2015-03-29 21:04:53,,,,,1,0,5,1.0,0.0,Firefox,36.0,Windows NT 6.1,1024x819,16.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,8.679,8.679,13.471,1,1,1,Mostly Positive,,9.258,38.636,113.824,3,1,6,1,1,10.104,31.956,33.269,2,1,"(4, 1)",8.054,8.736,9.975,2,1,Mostly Positive,6.436,20.061,20.922,4,1,15,1,10.585,27.026,29.275,5,1,"(3, 0)",1,11.785,11.785,13.322,1,1,"(0, 4) and (2, 2)",1,1,11.328,11.328,12.13,1,1,"(1, 5)",6.091,6.091,6.867,1,1,S,19.236,19.236,20.797,1,1,K and S,1,22.618,23.942,25.692,3,1,C and H,1,5.68,11.749,20.427,2,1,4,1,1,20.857,21.9,23.189,2,1,"(1, 7) and (3, 9)",14.495,14.495,16.168,1,1,"(4, 1) and (5, 13)",13.074,13.074,13.834,1,1,"C, K",15.6,15.6,17.204,1,1,L,24.161,25.169,26.058,2,1,2,,,-1
R_1f11OqTRbLV1aZ1,Default Response Set,,2015-03-29 21:07:31,2015-03-29 21:18:45,,,,,1,0,8,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1600x900,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,7.51,7.51,9.05,1,1,1,Mostly Positive,,8.246,8.246,114.451,1,1,4,,1,11.96,11.96,13.37,1,1,"(5, 13)",24.035,24.035,25.019,1,1,Mostly Positive,56.655,58.425,60.226,2,1,1,1,35.123,72.946,74.217,6,1,"(0, 2)",1,28.611,28.611,32.758,1,1,"(1, 3) and (2, 2)",,1,24.122,24.122,25.747,1,1,"(5, 13)",8.33,8.33,9.367,1,1,K,17.021,17.021,17.912,1,1,S and V,1,22.595,22.595,24.22,1,1,F and H,,8.101,9.846,18.785,2,1,4,1,1,17.102,17.102,18.262,1,1,"(1, 7) and (3, 9)",14.227,14.227,15.663,1,1,"(1, 5) and (5, 13)",7.195,7.195,8.284,1,1,"K, S",30.411,30.411,31.479,1,1,O,9.075,10.852,11.829,2,1,11,,,-1
R_Od8xp3cMlYjI5Ud,Default Response Set,,2015-03-29 21:14:59,2015-03-29 21:20:24,,,,,1,0,3,1.0,0.0,Firefox,36.0,Windows NT 6.3,1920x1080,17.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,11.32,21.071,23.018,4,1,1,Mostly Positive,,0,0,14.964,0,1,4,,1,11.17,11.17,14.301,1,1,"(5, 13)",8.799,9.909,10.799,2,1,<em>Unsure</em>,11.275,12.633,14.032,2,1,11,1,8.607,8.607,11.309,1,1,"(0, 2)",1,10.306,10.306,11.334,1,1,"(1, 3) and (2, 2)",,1,6.072,6.072,9.228,1,1,"(5, 13)",5.352,5.352,6.936,1,1,K,5.746,5.746,7.933,1,1,S and V,1,7.116,7.116,9.466,1,1,C and H,1,5.54,12.27,14.809,4,1,4,1,1,8.872,8.872,10.459,1,1,"(1, 7) and (3, 9)",6.563,8.077,8.955,2,1,"(4, 1) and (5, 13)",5.756,6.425,7.726,2,1,"C, K",11.887,12.275,13.676,2,1,L,7.758,16,16.863,4,1,12,,,-1
R_2WvrsWkseXH6cla,Default Response Set,,2015-03-29 21:28:36,2015-03-29 21:38:24,,,,,1,0,10,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,9.427,10.522,12.746,2,1,1,Mostly Positive,,10.421,52.496,53.343,10,1,9,1,1,8.446,38.89,39.678,4,1,"(5, 13)",11.674,12.989,14.313,2,1,Mostly Positive,13.145,16.543,17.8,3,1,5,1,12.705,30.628,32.007,7,1,"(3, 6)",,6.904,37.981,38.665,6,1,"(0, 4) and (2, 2)",1,1,12.16,13.056,14.082,2,1,"(1, 5)",6.031,6.811,7.567,2,1,S,7.584,10.246,11.09,3,1,S and V,1,24.77,42.857,44.269,6,1,F and H,,11.416,26.914,27.832,4,1,4,1,1,0.487,13.405,14.915,3,1,"(1, 7) and (3, 9)",16.523,20.002,20.763,4,1,"(1, 5) and (5, 13)",19.175,21.573,22.324,3,1,"K, S",8.525,25.507,26.683,4,1,O,8.736,11.823,12.973,3,1,11,,,-1
R_wMLcWGuM9l19ZwB,Default Response Set,,2015-03-29 21:39:51,2015-03-29 21:49:52,,,,,1,0,5,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,1.171,15.662,17.161,3,1,1,Mostly Positive,,1.413,29.458,30.977,2,1,8,1,1,2.737,24.166,25.479,7,1,"(4, 1)",1.298,31.956,33.356,3,1,Mostly Positive,2.049,54.409,55.714,5,1,20,1,1.993,22.555,23.819,4,1,"(3, 0)",1,1.195,28.558,29.985,3,1,"(0, 4) and (2, 2)",1,1,1.23,12.197,13.538,3,1,"(4, 1)",7.042,8.517,9.629,2,1,<em>Unsure</em>,1.195,15.011,16.39,3,1,K and S,1,7.797,19.023,20.53,3,1,C and H,1,1.613,53.424,54.942,7,1,,1,1,1.316,30.39,31.541,3,1,"(1, 7) and (6, 8)",1.408,15.297,16.372,3,1,"(4, 1) and (5, 13)",1.528,21.359,22.868,3,1,"K, S",1.193,21.415,22.901,3,1,O,1.383,56.899,57.919,4,1,20,,,-1
R_5pudnT9rRVi5So1,Default Response Set,,2015-03-29 21:23:49,2015-03-29 23:01:01,,,,,1,0,10,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,3.413,3.413,4.323,1,1,1,Mostly Positive,,5.596,16.745,18.011,3,1,5,1,1,9.314,9.314,10.479,1,1,"(4, 1)",3.402,4.071,4.399,2,1,Mostly Positive,1.905,9.022,9.895,4,1,8,1,4.493,5.576,5.873,2,1,"(3, 6)",,7.519,7.519,8.724,1,1,"(1, 3) and (2, 2)",,1,3.985,3.985,5.456,1,1,"(1, 5)",2.949,2.949,3.817,1,1,S,4.371,4.371,7.213,1,1,S and V,1,5.22,5.22,6.024,1,1,C and H,1,2.521,20.778,21.106,8,1,2,1,1,5.803,5.803,6.478,1,1,"(3, 9) and (6, 8)",7.371,7.371,8.7,1,1,"(1, 5) and (5, 13)",10.325,10.583,11.342,2,1,"C, K",3.939,3.939,4.889,1,1,L,7.023,8.242,9.126,2,1,3,,,-1
R_XRok4d9TQFjfTSV,Default Response Set,,2015-03-30 01:17:19,2015-03-30 01:23:20,,,,,1,0,6,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1920x1200,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,17.179,17.179,17.946,1,1,1,Mostly Positive,,0,0,21.349,0,1,4,,1,16.295,16.295,17.467,1,1,"(5, 13)",4.861,4.861,5.596,1,1,Mostly Positive,1.797,25.985,26.755,5,1,20,1,14.738,14.738,21.584,1,1,"(0, 2)",1,41.954,41.954,42.875,1,1,"(1, 3) and (2, 2)",,1,22.317,22.317,22.946,1,1,"(1, 5)",4.974,15.93,16.236,3,1,S,7.921,7.921,8.659,1,1,S and V,1,4.579,4.579,7.864,1,1,C and H,1,3.191,7.738,9.079,2,1,3,1,1,5.086,5.086,6.494,1,1,"(1, 7) and (6, 8)",11.157,11.157,11.959,1,1,"(1, 5) and (4, 1)",4.144,4.144,4.994,1,1,"C, K",7.759,7.759,8.597,1,1,T,1.285,14.869,15.971,2,1,11,,,-1
R_269Ff6rVuAbaNhd,Default Response Set,,2015-03-30 04:42:21,2015-03-30 04:50:49,,,,,1,0,7,1.0,0.0,Chrome,43.0.2342.2,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2342.2 Safari/537.36",1,1,1,1,17.383,40.516,44.309,5,1,1,Mostly Positive,,0,0,12.265,0,1,4,,1,20.116,20.116,25.818,1,1,"(5, 13)",17.842,17.842,18.954,1,1,<em>Unsure</em>,12.416,14.317,15.446,2,1,8,1,24.866,24.866,26.271,1,1,"(3, 6)",,17.31,17.31,19.388,1,1,"(1, 3) and (2, 2)",,1,17.724,17.724,19.34,1,1,"(1, 5)",7.708,7.708,9.167,1,1,S,6.642,6.642,10.355,1,1,S and V,1,10.222,34.301,40.364,3,1,C and H,1,11.677,14.636,15.805,2,1,3,1,1,8.372,8.372,10.054,1,1,"(1, 7) and (3, 9)",11.839,11.839,13.36,1,1,"(4, 1) and (5, 13)",11.94,11.94,13.115,1,1,"K, S",17.708,17.708,18.878,1,1,L,17.727,19.376,20.437,2,1,4,,,-1
R_23V2nOJKSHdxPiq,Default Response Set,,2015-03-30 04:47:14,2015-03-30 04:58:48,,,,,1,0,8,1.0,0.0,Chrome,41.0.2272.101,Windows NT 5.1,1280x1024,17.0.0,Browser,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,11.253,32.135,33.66,8,1,1,Mostly Positive,,2.442,157.339,158.094,13,1,4,,1,26.623,28.529,29.126,3,1,"(4, 1)",5.936,15.729,16.399,3,1,Mostly Positive,6.38,37.382,39.361,6,1,6,1,8.913,11.37,12.091,3,1,"(3, 0)",1,6.728,34.468,35.051,4,1,"(1, 3) and (2, 2)",,1,24.79,27.85,28.677,3,1,"(4, 1)",6.614,8.242,8.945,3,1,C,12.464,13.209,14.054,2,1,S and V,1,3.529,15.095,16.196,3,1,F and H,,3.867,22.293,23.425,3,1,4,1,1,12.362,14.447,15.28,3,1,"(1, 7) and (3, 9)",4.774,27.194,27.84,4,1,"(1, 5) and (5, 13)",6.642,7.545,8.263,2,1,"K, S",14.078,16.416,17.029,4,1,L,2.66,9.588,10.491,3,1,11,,,-1
R_2axiMt5L8ARsI9m,Default Response Set,,2015-03-30 04:56:25,2015-03-30 05:04:16,,,,,1,0,5,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,14.02,14.02,16.472,1,1,1,Mostly Positive,,0,0,18.977,0,1,5,1,1,15.893,15.893,18.65,1,1,"(5, 13)",6.308,6.308,7.891,1,1,Mostly Negative,6.729,8.736,10.564,2,1,15,1,18.674,19.214,28.457,2,1,"(3, 0)",1,14.105,14.105,15.413,1,1,"(1, 3) and (2, 2)",,1,6.617,6.617,8.227,1,1,"(4, 1)",13.296,13.296,14.363,1,1,S,10.324,10.964,12.31,2,1,K and S,1,16.267,25.427,26.695,3,1,F and H,,9.165,11.485,12.435,2,1,3,1,1,12.546,13.202,14.609,2,1,"(1, 7) and (3, 9)",14.858,14.858,15.874,1,1,"(1, 5) and (5, 13)",11.887,11.887,13.195,1,1,"C, K",13.797,14.273,15.898,2,1,L,5.239,13.065,14.892,2,1,5,,,-1
R_1MWZFMnuDyKuD1y,Default Response Set,,2015-03-30 04:55:01,2015-03-30 05:07:00,,,,,1,0,9,1.0,0.0,Firefox,36.0,Windows NT 6.1,1280x1024,17.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,23.467,23.467,28.52,1,1,1,Mostly Positive,,8.305,55.179,93.144,4,1,4,,1,73.087,73.087,77.267,1,1,"(4, 1)",28.184,28.184,30.16,1,1,Mostly Positive,10.792,54.856,56.54,6,1,20,1,6.357,6.357,13.509,1,1,"(3, 0)",1,12.165,12.165,14.814,1,1,"(1, 3) and (2, 2)",,1,8.565,8.565,13.719,1,1,"(1, 5)",5.147,5.147,7.478,1,1,S,50.99,50.99,52.574,1,1,S and V,1,1.545,27.073,28.927,3,1,C and H,1,8.041,15.604,22.258,2,1,4,1,1,20.337,20.337,21.883,1,1,"(3, 9) and (6, 8)",8.242,8.242,9.806,1,1,"(4, 1) and (5, 13)",19.172,19.172,20.434,1,1,"K, S",10.102,10.102,11.523,1,1,T,31.009,32.303,33.549,2,1,11,,,-1
R_1n8RjYB7ylMKQT7,Default Response Set,,2015-03-30 05:19:34,2015-03-30 05:29:11,,,,,1,0,11,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1680x1050,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,9.78,9.78,11.569,1,1,1,Mostly Positive,,0,0,36.894,0,1,5,1,1,12.842,12.842,14.796,1,1,"(4, 1)",32.514,32.514,34.66,1,1,<em>Unsure</em>,16.097,18.318,19.623,2,1,8,1,13.985,13.985,15.787,1,1,"(3, 6)",,21.344,36.584,38.093,3,1,"(1, 3) and (2, 2)",,1,13.755,13.755,15.397,1,1,"(1, 5)",7.853,7.853,8.744,1,1,S,13.238,13.238,15.09,1,1,S and V,1,8.866,29.339,30.333,3,1,F and H,,17.318,50.656,51.857,4,1,4,1,1,17.254,17.254,18.948,1,1,"(3, 9) and (6, 8)",16.759,16.759,18.039,1,1,"(1, 5) and (5, 13)",10.358,10.358,11.617,1,1,"K, S",30.097,30.097,31.211,1,1,L,32.7,53.061,54.182,3,1,20,,,-1
R_2us1VTNzoRCHSkL,Default Response Set,,2015-03-30 06:20:22,2015-03-30 06:35:37,,,,,1,0,6,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.1,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,10.596,10.596,12.713,1,1,1,Mostly Positive,,44.634,47.683,57.705,2,1,6,1,1,37.87,37.87,41.294,1,1,"(5, 13)",11.84,11.84,13.806,1,1,Mostly Positive,14.72,17.406,19.306,2,1,13,1,14.081,14.081,18.531,1,1,"(3, 6)",,31.603,31.603,34.361,1,1,"(1, 3) and (2, 2)",,1,8.207,8.207,11.142,1,1,"(1, 5)",6.403,6.403,9.092,1,1,S,59.194,59.194,63.334,1,1,K and S,1,19.918,19.918,23.978,1,1,C and H,1,19.399,21.288,48.376,2,1,1,1,1,70.221,70.221,72.712,1,1,"(1, 7) and (3, 9)",17.343,17.343,20.733,1,1,"(4, 1) and (5, 13)",12.897,12.897,15.791,1,1,"C, K",7.889,7.889,10.199,1,1,L,33.647,35.6,37.908,2,1,2,,,-1
R_2ZPkPWB0wEI1u9D,Default Response Set,,2015-03-30 07:06:55,2015-03-30 07:13:11,,,,,1,0,7,1.0,0.0,Firefox,36.0,Windows NT 6.3,1280x720,16.0.0,Browser,Mozilla/5.0 (Windows NT 6.3; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,5.461,5.461,7.429,1,1,1,Mostly Positive,,17.188,17.188,21.568,1,1,4,,1,4.962,4.962,6.228,1,1,"(4, 1)",6.477,6.477,7.243,1,1,Mostly Negative,8.717,11.203,12.374,2,1,5,1,5.585,5.585,21.674,1,1,"(3, 0)",1,9.616,9.616,16.588,1,1,"(1, 3) and (2, 2)",,1,8.632,8.632,11.368,1,1,"(4, 1)",9.329,9.329,10.848,1,1,C,13.874,13.874,15.565,1,1,S and V,1,17.317,17.317,18.794,1,1,F and H,,8.133,10.302,16.285,3,1,4,1,1,7.972,7.972,9.577,1,1,"(3, 9) and (6, 8)",6.476,6.476,8.227,1,1,"(4, 1) and (5, 13)",4.934,4.934,6.495,1,1,"C, K",0,0,0,0,1,O,7.815,11.489,12.416,4,1,11,,,-1
R_2qDbkTc67Gglptp,Default Response Set,,2015-03-30 07:54:06,2015-03-30 07:59:30,,,,,1,0,6,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.0,1600x900,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,7.382,7.382,8.351,1,1,1,Mostly Positive,,0,0,18.475,0,1,5,1,1,5.06,5.06,6.642,1,1,"(5, 13)",5.3,5.3,6.39,1,1,Mostly Negative,40.207,48.425,49.272,2,1,11,1,20.24,21.484,24.826,2,1,"(3, 6)",,12.605,12.605,13.966,1,1,"(0, 4) and (2, 2)",1,1,5.205,5.205,7.283,1,1,"(1, 5)",3.206,3.206,4.663,1,1,S,4.854,4.854,5.635,1,1,S and V,1,4.395,4.395,7.749,1,1,C and H,1,5.074,6.996,8.736,2,1,4,1,1,5.239,5.239,5.973,1,1,"(3, 9) and (6, 8)",12.304,12.304,13.829,1,1,"(4, 1) and (5, 13)",63.094,63.094,65.868,1,1,"C, S",6.773,9.845,11.097,2,1,L,2.071,6.841,8,2,1,11,,,-1
R_1P5BkOIRfQHs6UY,Default Response Set,,2015-03-30 07:59:59,2015-03-30 08:07:18,,,,,1,0,10,1.0,0.0,Firefox,36.0,Windows NT 6.3,1920x1080,17.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,12.058,12.058,14.085,1,1,1,Mostly Positive,,8.401,18.877,30.208,2,1,10,1,1,8.94,31.235,32.519,3,1,"(5, 13)",15.889,15.889,17.282,1,1,Mostly Positive,17.484,35.484,37.099,8,1,16,1,7.348,7.348,10.301,1,1,"(3, 6)",,24.305,33.603,35.586,2,1,"(0, 4) and (2, 2)",1,1,4.846,4.846,6.563,1,1,"(1, 5)",4.238,4.238,5.671,1,1,S,9.321,9.321,10.637,1,1,S and V,1,5.293,5.293,7.397,1,1,F and H,,5.083,6.143,8.109,2,1,4,1,1,16.961,16.961,18.425,1,1,"(3, 9) and (6, 8)",12.162,12.162,13.612,1,1,"(1, 5) and (5, 13)",4.276,5.227,5.784,2,1,"K, S",7.484,7.484,8.871,1,1,T,8.309,10.085,11.462,2,1,11,,,-1
R_25HoIjC5FuhBsAy,Default Response Set,,2015-03-30 09:20:37,2015-03-30 09:33:01,,,,,1,0,11,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.0,1366x768,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,12.683,26.113,27.119,3,1,1,Mostly Positive,,6.464,132.932,133.719,7,1,1,1,1,4.44,26.623,28.048,8,1,"(4, 1)",22.314,23.092,24.086,2,1,Mostly Positive,6.3,68.185,69.373,8,1,1,1,9.07,27.568,28.728,6,1,"(0, 2)",1,2.119,20.016,21.122,5,1,"(1, 3) and (2, 2)",,1,34.007,35.227,36.855,2,1,"(1, 5)",38.071,39.006,40.272,2,1,S,10.523,12.058,12.859,3,1,S and V,1,2.96,36.42,37.465,5,1,F and H,,11.453,51.985,52.827,6,1,4,1,1,15.729,16.363,17.567,2,1,"(3, 9) and (6, 8)",14.054,14.663,15.578,2,1,"(1, 5) and (5, 13)",8.04,19.772,20.562,6,1,"K, S",5.648,6.208,7.191,2,1,T,4.346,34.26,35.1,7,1,16,,,-1
R_2qm8SKd8WIUNkvu,Default Response Set,,2015-03-30 10:20:20,2015-03-30 10:24:10,,,,,1,0,6,1.0,0.0,Firefox,36.0,Windows NT 6.1,1920x1080,17.0.0,Browser,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0,1,1,1,1,10.591,10.591,13.27,1,1,1,Mostly Positive,,5.021,5.021,13.222,1,1,4,,1,11.816,11.816,14.163,1,1,"(4, 1)",5.887,5.887,7.001,1,1,Mostly Positive,7.803,9.375,10.715,2,1,11,1,8.481,8.481,18.536,1,1,"(3, 0)",1,8.873,8.873,9.819,1,1,"(1, 3) and (2, 2)",,1,3.749,3.749,4.934,1,1,"(4, 1)",3.931,3.931,4.778,1,1,C,7.592,7.592,8.339,1,1,S and V,1,8.311,8.958,10.196,2,1,C and H,1,3.801,4.745,5.749,2,1,4,1,1,5.411,5.411,6.161,1,1,"(3, 9) and (6, 8)",5.392,5.392,6.567,1,1,"(4, 1) and (5, 13)",3.635,3.635,4.387,1,1,"C, K",6.614,6.614,7.483,1,1,L,7.588,9.213,10.225,2,1,11,,,-1
R_1I4V6AZtLmMHeoj,Default Response Set,,2015-03-30 10:35:13,2015-03-30 10:45:32,,,,,1,0,6,1.0,0.0,Chrome,41.0.2272.101,Windows NT 6.3,1920x1080,17.0.0,Browser,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.101 Safari/537.36",1,1,1,1,8.918,22.405,24.142,5,1,1,Mostly Positive,,65.195,120.064,144.444,5,1,3,1,1,14.343,14.343,15.31,1,1,"(5, 13)",7.126,7.126,7.989,1,1,Mostly Positive,17.599,49.43,60.189,9,1,4,1,7.319,24.527,25.512,10,1,"(0, 2)",1,6.863,31.047,32.029,3,1,"(1, 3) and (2, 2)",,1,10.618,10.618,11.56,1,1,"(4, 1)",4.705,4.705,6.479,1,1,C,22.67,22.67,23.82,1,1,S and V,1,9.483,18.474,22.72,4,1,F and H,,4.86,8.788,12.497,2,1,4,1,1,1.708,9.963,15.977,4,1,"(3, 9) and (6, 8)",30.711,33.608,35.375,2,1,"(4, 1) and (5, 13)",6.712,6.712,8.605,1,1,"C, S",10.83,10.83,13.004,1,1,L,3.614,19.719,20.411,20,1,11,,,-1
